"","ID","Species","muscle","x1","x2","x3","x4","y1","y2","y3","y4"
"1",1012,"mabdita","1",-6.21995677887679,-2.76288813424854,135.61334205099,123.00114928646,0.71519425348149,479.91731501588,507.222276312639,0.396339355703412
"2",1012,"mabdita","2",138.034391878293,185.971088575987,224.875493870792,198.481443636835,11.230566970453,496.451106756237,497.571022444474,10.8846052699642
"3",1012,"mabdita","3",332.098578965029,238.23304341479,279.810652926494,377.058095908842,0.568851138342069,492.485930717569,505.301935731916,10.932881267478
"4",1012,"mabdita","4",375.809387744426,404.931580882921,481.825874513282,440.03003128392,4.52241296635641,484.830272202931,489.65934843193,-2.38051828589698
"5",1012,"mabdita","5",345.091712003442,687.439144007031,839.07541052986,432.073453978735,-24.6124282086063,485.835421862369,488.921991090557,-23.4694522969812
"6",1012,"mabdita","6",735.468339834793,761.989738417221,867.839755759172,887.389495923858,-11.059339316763,503.888317982522,500.987313875881,-0.794853291399028
"7",1012,"mabdita","7",900.443300245191,906.640914748441,987.712590634007,985.248358796351,0.277053705437433,481.758780907742,487.19300917658,-5.78575948003416
"8",1012,"mabdita","12",570.136497866771,577.427688880535,679.632968510793,687.336487331272,-9.62227902865188,499.05531531251,506.14544872003,-10.6409784432454
"9",1012,"mabdita","13",673.366924937478,665.820844659432,769.753279936586,775.209153850662,-2.30551649629097,499.004089724366,501.128659888457,-15.1946690663241
"10",1012,"mabdita","16",977.688012955345,1349.25398281664,1418.19569466162,1032.82879177685,5.50774393922668,577.802078272133,562.989771320104,-1.87246644323181
"11",1013,"mabdita","1",1.75029993436434,-2.46218192606096,90.9340654112576,80.6854373010747,7.48730844785385,494.499276669863,492.629257657737,6.28604135415316
"12",1013,"mabdita","2",82.0609231188838,131.492272335705,216.279376752615,121.867674776398,13.0891205246275,507.673600600905,525.826366787461,3.012823527438
"13",1013,"mabdita","3",260.868403213238,210.823739670897,257.679659531542,294.4528250864,1.98995730652974,502.241997345878,526.330087424484,-1.5429058994821
"14",1013,"mabdita","4",304.547322176925,319.15268271077,388.460568449482,357.438394435472,-13.8978551956995,478.267475280695,487.210073138355,-23.7437965248723
"15",1013,"mabdita","5",247.940715488411,651.761488157063,811.053093022112,334.337111839847,-21.3034797530571,476.392419173033,496.99398669109,-66.8770324924739
"16",1013,"mabdita","6",807.780009796931,764.746433365646,926.698305713389,905.248772415986,21.1706753218486,468.316040768101,522.741591187276,13.6693226127508
"17",1013,"mabdita","7",916.447091447958,932.708478251136,1017.05697181438,986.785071151775,21.1115059292411,527.902081529296,544.507252647029,11.1549893122374
"18",1013,"mabdita","8",320.711215089257,301.916447765093,711.613988989093,712.128520579103,490.408140957049,539.094419275924,521.334972256975,472.58843170958
"19",1013,"mabdita","12",583.893056954899,545.630808548351,661.216349161883,705.507116185196,-63.0048347996583,476.990722572558,500.269412870875,-61.3496540576563
"20",1013,"mabdita","13",713.443783145942,645.793397250295,767.138314414293,805.950710890684,-65.7960601680701,496.826769401918,507.592575671105,-60.3587179061389
"21",1013,"mabdita","16",1007.4414868317,1627.47695185981,1740.55178212604,1030.28733755519,32.763973699718,755.016660110087,736.980759874521,3.85657934689431
"22",1014,"mabdita","1",18.8740330336052,-27.536597872968,104.00629133978,115.643971112273,9.9589942766224,478.909532196411,497.527330691762,15.267065315675
"23",1014,"mabdita","2",149.547264692016,136.66136321345,193.238850353475,195.874307662987,28.5167649162864,514.690558422757,514.875460490133,27.4405637647292
"24",1014,"mabdita","3",353.181942376064,164.704323470623,249.482042110292,418.12562979247,51.2601631631746,518.814447378121,525.095346800176,55.0236567045716
"25",1014,"mabdita","4",415.069169190576,374.986150357527,425.165466926099,474.093351570168,54.9502987667971,501.461490299328,503.656272058781,60.7495948324529
"26",1014,"mabdita","5",400.909611504608,713.467318708044,792.669435511881,492.638006709813,59.0075902426233,459.152351242353,483.381301992334,50.2360946075098
