"","m1x1","m1x2","m1x3","m1x4","m1y1","m1y2","m1y3","m1y4","m2x1","m2x2","m2x3","m2x4","m2y1","m2y2","m2y3","m2y4","m3x1","m3x2","m3x3","m3x4","m3y1","m3y2","m3y3","m3y4","m4x1","m4x2","m4x3","m4x4","m4y1","m4y2","m4y3","m4y4","m5x1","m5x2","m5x3","m5x4","m5y1","m5y2","m5y3","m5y4","m6x1","m6x2","m6x3","m6x4","m6y1","m6y2","m6y3","m6y4","m7x1","m7x2","m7x3","m7x4","m7y1","m7y2","m7y3","m7y4","m8x1","m8x2","m8x3","m8x4","m8y1","m8y2","m8y3","m8y4","species"
"1",145.246350244885,-7.74571203578491,117.866645630017,314.019121473607,27.4456974449309,468.294196076679,538.010508898153,42.4526134082113,285.472261589262,206.2677605828,312.98199312691,383.409508295746,33.4868802229586,534.609569520199,528.145292491387,40.0209386682645,427.351546346146,330.18966419517,432.566588173969,510.199059451791,-14.2402548503099,525.119068597441,572.875031774781,3.11328961940641,499.471196587215,472.67338994188,635.207989678219,600.215491707595,11.4011776335616,481.280708844531,479.393902978992,10.2998263953089,505.759891000036,794.803229036017,830.514222003636,564.554502818899,8.58010461551557,453.009631103851,403.504838116366,2.44274119037073,772.965581330191,824.860936928163,942.634235937111,914.877146344986,-73.1329004021209,449.345890658505,503.250011774746,-21.9100244050522,966.103022519893,936.478877530207,991.987451320002,1005.59665150165,6.84186086875491,494.55882125559,525.838677642663,9.89948730097443,490.012355448009,586.012876688945,886.973869417364,756.699481979817,487.607670652217,537.047651426736,483.625878091429,427.792269959025,"dmelanogaster"
"2",77.9011370534026,-6.14618855737781,62.8519673926043,182.083262310546,-10.4659673190968,477.410630186381,508.231060900143,-20.3788100190505,245.218217989157,146.039705633572,263.530114745638,341.960058098694,-31.8217336265812,494.004731381857,499.361553983873,-42.5345635044978,422.071770221761,301.791237536292,368.745715239423,496.561843804596,-8.49780993678376,500.476887949503,533.572412234597,2.86987478139222,495.172140502358,477.237340663874,586.278802718182,574.452226244321,9.59035621757987,510.048718746756,523.585699851818,-1.47883196739536,520.783704111138,696.939658330249,786.316362138066,583.119501685913,23.9200977269819,441.030386787823,443.246825847253,10.1724344715629,798.409220541881,770.503536825707,895.439674421348,919.520436065337,-74.7741089405403,442.183705288026,477.423700482297,-16.625347543507,930.562928306127,899.623398531878,951.703832936334,1001.27959596773,-2.10595401258957,471.988582238981,500.38581435487,30.6897621419124,477.237340663874,563.019149679444,775.522711523769,699.673436239513,510.048718746756,552.128430315599,470.985662766017,426.001152600855,"dmelanogaster"
"3",126.894202493717,-9.54656406110915,71.262125789999,242.161611941984,0.631011762793205,443.827194633615,536.54162452888,100.13827234446,247.799567136128,125.182017924883,285.11483857056,384.980220788691,129.070592582808,518.064524346834,549.466291649377,195.17430916747,408.842347512442,289.32355138905,398.056215492258,484.208612130559,106.317537204556,530.506530719684,559.391481722762,77.6340729682401,491.163365284986,436.250940305376,574.752290996791,561.088195726576,80.3576314402912,511.114430434443,538.20153680756,87.1496044747805,510.884282322111,729.538902900073,762.64722598511,560.616572711278,100.860666219972,481.528297050932,425.118571160662,74.0151951937866,713.217488136593,755.621963159778,892.516984830035,865.725067983029,8.56616525013509,448.053634451434,492.875833619696,-9.59190543985486,881.152504176913,890.160410727799,983.795377454918,967.91058890062,-20.5018606251064,466.085133021613,507.808643194472,1.80303277600655,461.047043047995,558.178207940717,764.224823201388,705.648173644135,510.241021935647,566.149119192944,506.681416983955,428.281815036251,"dmelanogaster"
"4",124.404789985639,-16.3549857690522,72.3216889924801,303.445458288433,8.29501928240528,447.372992495457,507.040807798905,55.9009747592449,329.105275045844,202.754943181124,334.577845637373,420.709500509584,42.7953338150825,574.080945234976,590.78117354537,48.146956959532,441.109231492931,354.688738032268,436.78277179318,510.480935897793,10.4392520888513,579.280087290805,625.561645195031,1.51968715992936,484.4530798406,551.619910967397,650.889928168148,602.942229715204,25.1506495000656,579.228298781627,533.445807957529,23.4132432556542,577.686462208705,749.708189773376,802.725779560406,600.087000564263,94.6259893786511,484.76705604583,462.410300609577,58.6263947368439,768.081345392852,760.001030105949,873.083316836099,896.54261726302,-66.7878035224336,462.450222680688,502.787625229881,-19.6129384321589,896.898783180326,869.275886287416,936.10938690591,956.095654928623,-23.0907672059414,500.970342865195,526.181058183856,-12.9561870144629,545.124516539141,594.049097145398,766.756510056564,759.066015599505,556.050176289648,618.43045545992,540.054388192289,472.213669700249,"dmelanogaster"
"5",140.400471822582,-13.7785102730285,114.836183730057,311.634771111017,24.5396792017212,465.273006056032,539.55213369425,26.2526976676226,298.896002251024,218.298315860654,318.851350358863,402.664929615738,30.2369122508673,531.248628759089,515.365199185255,30.2558322665439,428.757319769132,325.398618668254,446.785885794693,517.029432115212,-16.5655527551361,522.365453698986,573.172773524399,7.37365113333578,509.794996027455,486.986467602705,652.396863965649,614.544613014627,11.955595088008,481.188591346145,498.343797818163,31.4429551336752,514.899900738052,795.794887976404,839.496823898822,577.131011374375,14.243864796068,447.153333037539,421.419853721853,10.7875657922104,783.321205024975,830.351207314471,943.134125593993,912.350982385579,-68.209874428984,451.045430543667,502.661059853635,-7.2618544819171,969.937033006909,910.500378209995,987.346450729996,1004.12221023635,18.1859184217794,491.714507072539,534.890596355676,23.4025223615538,498.731582958559,588.299028524481,871.611700430834,773.951925046612,490.587390052578,524.201747564317,481.88006427707,431.190873632784,"dmelanogaster"
"6",177.900998843418,-5.53454094560799,73.8488677854902,318.067921946694,3.14826502646437,491.235339981653,540.585823115961,2.03224069428722,319.235973433296,176.753870836421,308.224263930504,435.072767874393,7.98859221005125,500.180150304957,532.766804819253,4.10509487786664,524.74884334837,327.557835636883,428.205710834374,581.203664346677,-25.5654070875976,520.599307370799,563.667916269342,-11.5819324213727,562.222394771102,508.237756277525,645.140023046015,666.512640585593,-0.314302885282143,529.361006581826,550.746870638503,6.52472035797449,617.279787631452,765.220931499635,837.822321917213,652.992748728647,27.149221957939,449.874202866022,480.625894452867,12.8617313046376,851.998024853629,843.24303465002,908.988509504564,929.407978763637,-39.3255663287714,481.029436012905,495.802118725994,-10.9819598507069,936.913320556498,908.632681432968,943.921685776295,993.30928118861,-15.1691109125798,493.30805204324,503.251635633468,9.55613830999551,571.70720728936,618.629677242049,828.49959403972,754.7806403294,538.62961951484,557.4833837937,481.502455223489,444.344779122737,"dmelanogaster"
"7",87.7636990668014,-8.28295235464526,56.3538749248387,219.57967786012,-5.8295031302234,483.114714621085,521.475991014295,1.44129605716026,236.106430136989,113.16202459784,228.214175011474,318.466261395169,-1.65772956865123,513.077521733592,514.814099211111,12.6242932554681,414.820091740689,237.076311693864,327.876552746096,468.305923971259,18.9910033948028,504.131290817092,533.526981975365,28.3944485793784,444.293647896886,437.939869693103,542.548214401429,552.518407304757,28.5322981797827,490.887330299512,505.416402967553,29.0686283488098,481.849928467033,703.12389663377,761.098251675051,532.02325534415,50.2990425519912,453.508934654568,452.017075809024,45.6226757151468,752.57665426696,722.607203194569,855.664829242137,892.190891464378,-5.93982240800104,455.341507334577,486.396761510372,18.0636111878921,913.467114953968,859.71121761424,970.609303055621,998.91400377024,10.7383887828173,475.189681003943,497.229998358599,18.3728172408989,466.211604901791,519.088056029096,765.532051731909,679.729704484127,482.017037102192,514.749524550268,480.217606623103,430.492848538802,"dsantomea"
"8",109.723566768225,-22.5251477129618,34.29385888656,205.030605587481,-17.8944468289777,459.46708595312,506.127663761302,20.0250605848149,222.815231811677,88.7726370387083,206.401545984835,304.072303102458,14.0250886799716,492.955383117155,505.033835827909,43.3024954769513,393.665314868436,227.995261664148,302.050084061384,464.859984513863,24.0959206971773,479.745523091387,508.490819161246,37.7314301781384,422.8471018137,411.928076278285,531.765889141863,543.534691343137,29.5535443887313,503.833659404729,532.283061287738,51.8015098441148,463.328431186797,654.760787276375,747.532995875233,537.597878837733,55.7237447767014,443.739788435207,490.914164182964,65.232742626608,735.350408095773,730.901376297847,896.029233080576,899.352646560939,14.6205961487223,465.932906515977,509.710637148754,15.0328832687995,901.42807862079,902.653983746512,988.491198740814,998.11733048099,10.397790116794,502.999889250945,497.540988557271,8.58166177954549,439.139482448533,453.33597830592,731.550272613826,658.996675801609,499.142484577416,548.853450915554,482.559750933363,439.357025721755,"dsantomea"
"9",106.02576414096,-2.80089178662296,52.7838445881783,214.789425566248,-35.4385370330281,472.54389759377,509.561884705004,-27.3688026701455,226.697201901353,122.196989664178,230.886809482845,319.302361274458,-34.8039093865849,514.123535905809,528.216411506874,-25.9897084779891,435.269498532225,236.248539961329,317.711380947728,490.472135387006,-18.5592144074353,509.410700093764,535.666161014416,10.9061783155542,487.432308270006,464.419920802558,569.75072782208,567.700591159277,19.3774643277156,497.908594024591,518.626562266732,20.7514796868907,494.504386820907,741.424774337814,768.564038422261,536.915729268422,20.7371062641558,463.816950452884,446.436589978238,2.47144635449008,778.219777573778,785.581563500124,895.417012441021,903.495834321099,-38.6650284932124,528.820329393707,592.717300474922,-1.86868838225709,904.428889448447,894.457992413833,977.679668482344,987.823273462976,3.37316862723224,560.858827986658,589.061100130299,26.5931465383746,488.496342624586,509.381268260304,774.129332119526,749.858392876764,494.254373586944,535.48491631652,490.721362797997,406.823929023374,"dsantomea"
"10",96.8958583598273,7.57772009527865,92.9141199611348,201.771742409407,-20.5985084277712,508.400382581894,533.132781381418,-27.519065200836,218.77561843906,129.712666792269,249.908207524205,312.803174588883,-14.7365773261435,538.435004645265,559.406923162833,-3.437986134156,449.134710179766,291.377164206184,395.969828332121,491.930512800983,6.68727929408844,530.387118065915,549.84956607454,19.8863209600579,480.879261379158,481.367343203865,632.533474393382,575.793105071143,46.8977039474911,522.301500832925,542.729714299121,26.2800660223763,496.101323784399,740.57946025698,831.663792372974,561.048544841719,51.2164936773121,467.228704183122,484.764678846821,36.3316163415091,783.180923592765,802.706272736624,918.3981138518,905.797420315833,-16.4193075589174,484.834941232303,496.671124393874,3.31537087844734,905.828271056776,906.386587395517,1007.0681970702,999.390806077076,14.7549338064779,482.811243028892,505.299777035604,8.62547441720584,512.934389370535,590.962535998573,831.663792372974,727.291554681701,518.918861370276,553.346602135084,484.764678846821,447.467329518637,"dsantomea"
